restau_name,reviews,zip
Madruga Bakery,"For about 2 months I kept passing by this place and my boyfriend would keep saying how we had to go try this place, that he had read reviews online and...",33146
Three,"Three Comes Back a Five.

This past weekend my husband and I went back to Three after receiving an email from the owner regarding our previous experience....",33127
Three,This was the worst and most disappointing food experience in Miami. Our friends left in tears. My husband and I left angry and embarrassed that we had...,33127
Three,This place has potential. This is I believe the only rooftop bar in Wynwood. You get awesome views of Midtown and Downtown Miami.  The drinks are tasty and...,33127
Che Milanesa,"I'm glad they were able to open up a restaurant after their success as a food truck! 
Great Milanese options and they are big enough to share (steak or...",33196
Che Milanesa,"I love Milanese's so i was excited to have my hubby take me . I went to the one in Kendall. It took 1.5 hours for
Our main dish to arrive after ordering. 1...",33196
Che Milanesa,"OMG! Stands for Order Milanesa Grande! 
I highly recommend their signature dish - Che Milanesa! They have a variety of milanesas to try all including a...",33196
Palme D'Or,I took my husband here for his birthday and it was a wonderful experience! We went for the 6-course tasting menu and each chose different items from the...,33134
Palme D'Or,"I've been putting off my review because I wasn't sure what to write. For most of my dinning experience here, I had no idea what I was eating or what to...",33134
Palme D'Or,"Admittedly I've been here before and it was a five star experience then, but boy was I shocked at how downhill this place has gone. 

I think the reviews...",33134
Amsterdam Falafelshop,"I'm the kind of guy who's really passionate about his falafel.
Let me tell you something.
This is good falafel.
I live all the way in Kendall, and will be...",33143
Amsterdam Falafelshop,"This is not my favorite falafel shop. Honestly, I'm quite surprised that they are holding on to 5 stars.

Before I get to the food, let's start with the...",33143
Amsterdam Falafelshop,"Good, freshly prepared food.  I like the concept too. What sets it apart are all the toppings you can add to your falafel sandwich from the bar.

Amsterdam...",33143
Mi Pueblo,"Service was amazing! Cesar is true definition of hospitality and customer service. Their menus has a little bit of everything, from traditional platters to...",33174
Mi Pueblo,"I've come to this place countless times, particularly for their ceviche de chicharrón. Actually, that was the only reason. After today I'll never be back....",33174
Mi Pueblo,"If you read some of my previous reviews, remember when i said we all have our top list ?
Well this is in my top 3. Place is always clean. The decor is more...",33174
Sarussi Cafe Subs,My boyfriend has been a long time fan of Sarussi but I never had the opportunity to give them a try until recently and I'm so happy I did! When we came in...,33165
Sarussi Cafe Subs,"First impressions: 

I've heard a lot of good things about Sarussi Subs! Finally had a chance to go pick one up!

If you are going to try a new, well know...",33165
Sarussi Cafe Subs,"One of the best and oldest spots for the famous ""Sarussi Sub!"" The sarussi original is obviously classic and amazing but the sarussi churrasco Sub is also...",33165
Akashi,"Abracadabra Akashi! 

The most excelling experience in the sushi world I have ever had. The food tasted fresh. Plenty of places I've been to where the food...",33143
Akashi,"Akashi in South Miami is one of those small local staples of the community that you just can't go wrong with to satisfy your sushi/Japanese cravings. 

My...",33143
Akashi,"Akashi was THE sushi place to go to before a million other sushi places started popping up all over Miami.

This location recently remodeled to a fresher...",33143
Central Park Food Station,"Came across this restaurant while driving around Doral. The name always stood out to me so I decided to check it out one day. 

It's very nice and clean...",33122
Central Park Food Station,"Any Venezuelan would be ashamed to call what they sent a cachapa. It was cold and under cooked, soggy would be an understatement! One emapanda came cold and...",33122
Central Park Food Station,"I ordered take out for lunch and went back to work. I specified no onions and sure enough, the hot dog had onions. So why am I giving them 5 stars? Because...",33122
Sawa Restaurant & Lounge,"Went to a small family event, party of 20 last weekend.  Im only reviewing the food and the service for the event.  We had the inside reserved entirely for...",33146
Sawa Restaurant & Lounge,"After going a least once a month and always using my a Primecard today I was in for a nasty surprise, a manager name Melissa , very sarcastic forced me to...",33146
Sawa Restaurant & Lounge,"Not too shabby. Although I haven't had the full on experience yet to properly rate or review this place, I did enjoy what I ordered during my brief visit....",33146
Apizza Brooklyn Resto + Vino,Thank you Yelp for helping me discover this place. We are picky when it comes to Italian food and both my husband and I really enjoyed the food. They use...,33156
Apizza Brooklyn Resto + Vino,"So happy to find this place. The service is excellent and the food is fresh and delicious. 
The place is small and gets pretty busy but we scored some seats...",33156
Apizza Brooklyn Resto + Vino,I'm always looking for good Italian places in Miami and after seeing the reviews was excited to try this restaurant. I went with a friend for lunch and...,33156
Red Shallot,I meant to review this place a while ago but some how never got around to it. If customer service could be 10 stars id easily rate it that. Please don't...,33172
Red Shallot,Hmmmmm I am not sure bean sprouts in garlic sauce actually count as a side order of vegetables? Also not fond of dark meat chicken being used for Sweet and...,33172
Red Shallot,"Nice and clean little place. Good for take out
Food is tasty

Owner and servers are very nice . Taiwanese style pop corn chicken is very good.",33172
El Rey De Las Fritas,My best friend loves fritas and finally convinced me to meet her at her favorite place which is El Rey's. I was surprised I had never been before...,33165
El Rey De Las Fritas,I always make a stop at El Rey de las Fritas when I come to Miami. Order pan con bistec and a batido de mamey to go. The sandwich was delicious!!! And so...,33165
El Rey De Las Fritas,"Let's start off by saying, I had NEVER had a frita before (Yes, I'm a horrible Cuban, dont judge me. Lol). Needless to say, I was a little nervous when my...",33165
Dragonfly Izakaya & Fish Market,"Hanging out in Doral since couple of weeks for Business almost every day and this has become one of ""my spot"".
The food is great, and the atmosphere is...",33178
Dragonfly Izakaya & Fish Market,"Parking: 4/5
Atmosphere: 5/5
Service: 4.5/5
Food: 5/5

The parking wasn't that much of an issue, at least for me. My boyfriend and I ended up parking across...",33178
Dragonfly Izakaya & Fish Market,"All these stars go to the server, Lily, and the food. The food was excellent and Lily was amazing. The hostesses were nothing short of awkward. When we...",33178
